,codigo,nao,sob,br,teor,portal,ww,jus,http,autenticacao,autenticardocumento,asp,senha,pagina,inteiro,penal,pela,i,direito,estado,min,contra,pelo,ap,moraes,alexandre,crimes,pessoas,dia,democratico,denuncia,vogal,ii,crime,violencia,p,n,criminosa,atos,palacio_do_planalto,todos,associacao,ja,lei,foram,publico,republica,mesmo,acao,rd,poderes,grupo,pratica,patrimonio,forma,m,unico,denunciado,ameaca,bem,paragrafo,ainda,caso,assim,geral,grave,manifestantes,l,congresso_nacional,corte,relacao,nq,iv,exercicio,condutas,reu,abolicao,pena,policia,golpe,competencia,foro,ministerio,inq,outros,sentido,meio,prerrogativa,alem,violenta,presente,conforme,fatos,poder,tem,qualquer,r,governo,dano,quanto,parte,emprego,prejuizo,uniao,fim,momento,eett,denunciados,fato,juizo,esta,conduta,defesa,existencia,pelos,silva,militar,circunstancias,rel,sendo,sido,invasao,paulo,praca_dos_tres_poderes,autoria,razao,termos,nesse,portanto,causa,delito,sem,objetivo,seguranca,inclusive,concurso,julgamento,constitucionais,lucia,acusado,c,delitos,demais,seja,participacao,dias,investigados,deve,acoes,anos
assim,6442.0,6956.0,4751.0,4611.0,4526.0,4567.0,4663.0,4628.0,4702.0,4545.0,4527.0,4513.0,4498.0,4548.0,4509.0,5336.0,2533.0,3340.0,3129.0,3214.0,2473.0,2819.0,2272.0,2305.0,2004.0,2033.0,3026.0,1980.0,2018.0,1960.0,1872.0,2636.0,1344.0,2227.0,1806.0,1817.0,1972.0,1289.0,2087.0,791.0,1689.0,1629.0,2795.0,2062.0,2024.0,1892.0,1779.0,1393.0,1717.0,1988.0,2230.0,1720.0,1422.0,1407.0,1702.0,1173.0,1003.0,1699.0,1579.0,3308.0,1034.0,1105.0,2209.0,18346.0,993.0,1667.0,601.0,1250.0,1167.0,1995.0,1423.0,1450.0,577.0,2038.0,823.0,802.0,644.0,1139.0,1061.0,776.0,2509.0,1833.0,1506.0,1378.0,799.0,1253.0,1141.0,1694.0,828.0,529.0,1210.0,2113.0,1126.0,1064.0,1850.0,870.0,698.0,1327.0,316.0,934.0,1065.0,1030.0,182.0,656.0,1138.0,1452.0,861.0,1504.0,1559.0,1713.0,1194.0,782.0,913.0,1073.0,506.0,483.0,478.0,823.0,919.0,1043.0,984.0,601.0,679.0,879.0,500.0,612.0,585.0,648.0,960.0,1158.0,742.0,883.0,631.0,205.0,680.0,605.0,1780.0,815.0,1531.0,728.0,446.0,1012.0,911.0,855.0,1126.0,720.0,1433.0,1093.0,1215.0,1018.0
geral,5781.0,6117.0,4743.0,4093.0,4315.0,4090.0,4133.0,4106.0,4166.0,4091.0,4098.0,4110.0,4176.0,4581.0,4263.0,5586.0,6215.0,4196.0,4141.0,3206.0,2582.0,2016.0,2831.0,2072.0,2407.0,2429.0,2693.0,2026.0,1576.0,2157.0,3284.0,2436.0,1815.0,1468.0,929.0,3314.0,2173.0,1779.0,2189.0,1246.0,983.0,1167.0,2060.0,1158.0,2104.0,2158.0,12273.0,889.0,1722.0,1352.0,626.0,417.0,2082.0,909.0,1780.0,3166.0,1166.0,966.0,382.0,1640.0,1117.0,1387.0,1891.0,993.0,18255.0,392.0,1188.0,2178.0,1193.0,1958.0,1508.0,1139.0,1059.0,1087.0,1470.0,1262.0,1223.0,775.0,886.0,1193.0,1019.0,2264.0,1803.0,2414.0,953.0,740.0,662.0,2125.0,420.0,882.0,1303.0,1203.0,930.0,1036.0,988.0,1110.0,2455.0,749.0,720.0,742.0,1971.0,375.0,541.0,1087.0,817.0,785.0,445.0,797.0,900.0,1130.0,320.0,154.0,1062.0,791.0,789.0,1561.0,921.0,915.0,818.0,1167.0,937.0,509.0,1366.0,533.0,842.0,1539.0,682.0,851.0,660.0,726.0,930.0,331.0,541.0,953.0,699.0,318.0,788.0,362.0,176.0,1083.0,1621.0,1466.0,1154.0,900.0,277.0,444.0,1990.0,304.0,872.0,391.0
grave,9917.0,3462.0,3838.0,3827.0,3628.0,3766.0,3905.0,3853.0,3962.0,3729.0,3696.0,3666.0,3608.0,3638.0,3623.0,8432.0,6335.0,5748.0,9340.0,11791.0,1838.0,8455.0,1787.0,2431.0,1796.0,1776.0,3143.0,3960.0,2404.0,8947.0,1466.0,1395.0,5144.0,4850.0,16475.0,1414.0,2063.0,3765.0,1160.0,2448.0,2967.0,3148.0,669.0,4439.0,1010.0,1259.0,1512.0,2132.0,1264.0,1255.0,5684.0,1419.0,2391.0,7789.0,1371.0,4936.0,5356.0,1579.0,16557.0,1866.0,5283.0,650.0,2522.0,1667.0,392.0,17981.0,692.0,4605.0,2912.0,482.0,413.0,785.0,4371.0,4616.0,1551.0,1181.0,5352.0,3001.0,519.0,5675.0,129.0,66.0,777.0,166.0,758.0,204.0,4308.0,72.0,1892.0,4649.0,489.0,508.0,274.0,1229.0,1067.0,704.0,242.0,4576.0,5803.0,711.0,604.0,10488.0,6237.0,7544.0,1557.0,423.0,588.0,582.0,1474.0,91.0,387.0,1542.0,321.0,166.0,500.0,386.0,444.0,462.0,211.0,82.0,341.0,504.0,1077.0,2442.0,647.0,481.0,201.0,491.0,353.0,456.0,1655.0,495.0,1338.0,589.0,483.0,1729.0,230.0,3475.0,200.0,304.0,747.0,743.0,987.0,934.0,409.0,332.0,0.0,325.0,124.0,2125.0
manifestantes,5095.0,5986.0,5443.0,4703.0,4759.0,4809.0,4632.0,4620.0,4645.0,4601.0,4603.0,4607.0,4640.0,4723.0,4680.0,716.0,3160.0,935.0,791.0,1251.0,1602.0,2529.0,2499.0,4029.0,1621.0,1615.0,825.0,2548.0,2019.0,960.0,177.0,2236.0,204.0,1410.0,2683.0,703.0,626.0,549.0,1698.0,6116.0,1491.0,739.0,3660.0,88.0,5175.0,929.0,2489.0,1334.0,432.0,1238.0,1130.0,1293.0,1072.0,820.0,1182.0,254.0,313.0,386.0,1261.0,775.0,178.0,1636.0,392.0,601.0,1188.0,692.0,17937.0,301.0,2295.0,0.0,569.0,814.0,102.0,260.0,211.0,739.0,381.0,102.0,4062.0,410.0,14.0,0.0,486.0,110.0,4733.0,1290.0,1181.0,0.0,1075.0,318.0,649.0,404.0,571.0,1123.0,883.0,540.0,109.0,633.0,501.0,1474.0,1790.0,471.0,493.0,237.0,1738.0,2873.0,539.0,581.0,311.0,687.0,540.0,195.0,816.0,128.0,2255.0,936.0,3606.0,511.0,4.0,916.0,1004.0,2649.0,320.0,929.0,286.0,1012.0,139.0,738.0,448.0,106.0,184.0,511.0,516.0,4042.0,1003.0,135.0,46.0,488.0,230.0,222.0,156.0,257.0,956.0,180.0,352.0,127.0,102.0,58.0,251.0,136.0
l,10966.0,2120.0,3516.0,3353.0,3425.0,3290.0,3381.0,3347.0,3421.0,3270.0,3255.0,3247.0,3265.0,3433.0,3353.0,10469.0,5766.0,8225.0,9924.0,10318.0,1604.0,4360.0,2175.0,1965.0,2170.0,2190.0,6051.0,2192.0,1890.0,9689.0,3593.0,1850.0,7338.0,4590.0,4748.0,2951.0,3656.0,6198.0,1849.0,1188.0,4375.0,6250.0,613.0,5648.0,457.0,1419.0,1921.0,925.0,1825.0,953.0,2231.0,324.0,4842.0,2724.0,1574.0,11897.0,8167.0,688.0,5656.0,1139.0,8073.0,497.0,1550.0,1250.0,2178.0,4605.0,301.0,17910.0,1101.0,1347.0,2339.0,723.0,5237.0,2243.0,2256.0,2213.0,8658.0,2776.0,113.0,6401.0,838.0,397.0,933.0,1226.0,568.0,688.0,1260.0,367.0,1036.0,7980.0,755.0,602.0,676.0,121.0,668.0,407.0,2150.0,1521.0,3738.0,1315.0,744.0,3097.0,1676.0,2149.0,1229.0,406.0,633.0,609.0,517.0,336.0,944.0,776.0,763.0,215.0,1246.0,1409.0,95.0,666.0,597.0,525.0,123.0,316.0,641.0,1321.0,688.0,882.0,1360.0,132.0,377.0,810.0,1608.0,338.0,629.0,326.0,985.0,1185.0,571.0,1421.0,578.0,882.0,3126.0,1382.0,399.0,182.0,571.0,736.0,20.0,644.0,218.0,2136.0
congresso_nacional,4913.0,3804.0,3531.0,3498.0,3546.0,3459.0,3571.0,3513.0,3591.0,3426.0,3406.0,3393.0,3375.0,3440.0,3400.0,1955.0,4536.0,3026.0,3510.0,4621.0,1771.0,4976.0,3154.0,1730.0,1756.0,1751.0,3177.0,2562.0,3397.0,3427.0,1498.0,1411.0,1288.0,1111.0,4268.0,817.0,1288.0,2821.0,3932.0,9158.0,1844.0,2234.0,865.0,1026.0,2421.0,2019.0,3265.0,2343.0,1983.0,2029.0,3891.0,4696.0,2278.0,3568.0,1713.0,1244.0,884.0,3738.0,3213.0,924.0,896.0,766.0,1396.0,1167.0,1193.0,2912.0,2295.0,1101.0,17249.0,882.0,884.0,1512.0,660.0,2057.0,1218.0,463.0,2238.0,168.0,2169.0,1356.0,321.0,671.0,786.0,1067.0,1517.0,992.0,1764.0,684.0,1211.0,2119.0,1395.0,749.0,1084.0,2341.0,1065.0,360.0,530.0,3060.0,1323.0,1057.0,848.0,2497.0,2094.0,2865.0,1167.0,1460.0,485.0,1362.0,177.0,448.0,921.0,53.0,93.0,690.0,961.0,741.0,1667.0,579.0,276.0,812.0,386.0,3646.0,242.0,4555.0,386.0,1163.0,102.0,656.0,824.0,233.0,893.0,240.0,2491.0,971.0,332.0,50.0,597.0,1748.0,162.0,153.0,569.0,1250.0,963.0,180.0,444.0,243.0,577.0,174.0,1027.0,90.0
corte,6869.0,7029.0,4523.0,4239.0,4446.0,4195.0,4265.0,4238.0,4293.0,4180.0,4167.0,4156.0,4156.0,4181.0,4159.0,5894.0,3254.0,4655.0,3789.0,3063.0,3956.0,2065.0,2446.0,3011.0,2442.0,2441.0,3058.0,853.0,1127.0,2117.0,4731.0,2523.0,2613.0,2225.0,571.0,1128.0,1155.0,1530.0,2456.0,955.0,1786.0,1481.0,2760.0,1709.0,1262.0,1233.0,2152.0,1458.0,1989.0,1931.0,227.0,30.0,1973.0,737.0,1680.0,1199.0,1848.0,545.0,884.0,1880.0,1813.0,2005.0,2798.0,1995.0,1958.0,482.0,0.0,1347.0,882.0,17143.0,1810.0,1480.0,864.0,2596.0,3162.0,740.0,1274.0,514.0,209.0,1082.0,5571.0,5910.0,1036.0,3568.0,1192.0,2099.0,766.0,5695.0,410.0,1236.0,2772.0,1263.0,1740.0,601.0,1517.0,1210.0,601.0,236.0,1115.0,1578.0,974.0,293.0,864.0,910.0,293.0,748.0,501.0,963.0,1091.0,1830.0,3728.0,783.0,1996.0,1681.0,507.0,1100.0,229.0,1305.0,1986.0,1308.0,1828.0,896.0,204.0,3.0,930.0,1284.0,1117.0,760.0,939.0,1131.0,243.0,1154.0,128.0,275.0,1705.0,452.0,2840.0,231.0,142.0,1451.0,625.0,731.0,831.0,941.0,67.0,860.0,2869.0,1320.0,871.0,556.0
relacao,7327.0,7234.0,4429.0,4103.0,4065.0,4115.0,4162.0,4127.0,4199.0,4043.0,4019.0,4000.0,3971.0,4077.0,4001.0,6973.0,3359.0,4444.0,2020.0,1900.0,1331.0,3769.0,2807.0,1957.0,1088.0,1112.0,5534.0,2619.0,920.0,1177.0,3791.0,2555.0,3574.0,2707.0,723.0,719.0,2068.0,2089.0,1639.0,1295.0,1945.0,1400.0,653.0,2463.0,1138.0,1926.0,1470.0,3044.0,1160.0,1921.0,623.0,830.0,1681.0,1590.0,1625.0,2357.0,3158.0,1223.0,414.0,2124.0,3098.0,2313.0,2943.0,1423.0,1508.0,413.0,569.0,2339.0,884.0,1810.0,17033.0,1454.0,2133.0,908.0,1995.0,981.0,404.0,1186.0,546.0,656.0,1937.0,2354.0,942.0,2491.0,1340.0,1257.0,296.0,1815.0,655.0,440.0,1294.0,1213.0,1154.0,244.0,915.0,2385.0,464.0,390.0,1334.0,1246.0,1962.0,360.0,735.0,1076.0,1188.0,526.0,336.0,2317.0,1737.0,1053.0,623.0,1269.0,481.0,1143.0,940.0,942.0,203.0,1425.0,639.0,482.0,2225.0,585.0,603.0,441.0,1471.0,1646.0,1201.0,599.0,583.0,1126.0,1513.0,1226.0,612.0,556.0,922.0,1339.0,1042.0,106.0,268.0,969.0,1468.0,1482.0,1584.0,414.0,358.0,472.0,1955.0,1227.0,848.0,484.0
nq,13737.0,5232.0,13040.0,11304.0,15212.0,11642.0,10635.0,10961.0,10309.0,11939.0,12265.0,12591.0,13647.0,15525.0,14875.0,3829.0,2541.0,15923.0,2302.0,2488.0,4152.0,2401.0,1632.0,243.0,4199.0,4071.0,2185.0,1694.0,1177.0,1553.0,2029.0,9774.0,1544.0,1600.0,1094.0,499.0,904.0,1521.0,1371.0,1137.0,1579.0,1368.0,837.0,1476.0,1511.0,1868.0,1470.0,1418.0,1209.0,16170.0,1463.0,855.0,1313.0,874.0,1532.0,731.0,976.0,1438.0,936.0,1322.0,861.0,1344.0,1016.0,1450.0,1139.0,785.0,814.0,723.0,1512.0,1480.0,1454.0,16500.0,565.0,1036.0,887.0,28.0,843.0,447.0,850.0,760.0,1665.0,1742.0,1382.0,1578.0,986.0,897.0,729.0,1804.0,491.0,721.0,947.0,859.0,1109.0,764.0,731.0,1082.0,187.0,720.0,557.0,569.0,604.0,536.0,447.0,523.0,467.0,857.0,0.0,1344.0,667.0,968.0,425.0,622.0,507.0,865.0,368.0,738.0,476.0,547.0,656.0,527.0,594.0,469.0,378.0,871.0,545.0,425.0,773.0,610.0,529.0,660.0,541.0,746.0,640.0,414.0,567.0,579.0,952.0,1019.0,19.0,422.0,249.0,790.0,708.0,368.0,534.0,303.0,1032.0,579.0,503.0,358.0
iv,10609.0,3282.0,3568.0,3614.0,3260.0,3564.0,3739.0,3675.0,3808.0,3506.0,3457.0,3408.0,3289.0,3226.0,3256.0,9845.0,6817.0,11577.0,5954.0,6787.0,1444.0,5995.0,2608.0,1554.0,1722.0,1751.0,4240.0,2053.0,1487.0,5430.0,3432.0,1295.0,12899.0,2052.0,4775.0,1202.0,3962.0,3092.0,596.0,1036.0,5104.0,2736.0,643.0,7954.0,413.0,2120.0,1209.0,330.0,1211.0,823.0,1193.0,494.0,2414.0,6878.0,1240.0,5898.0,9235.0,854.0,4143.0,1396.0,9094.0,361.0,1251.0,577.0,1059.0,4371.0,102.0,5237.0,660.0,864.0,2133.0,565.0,16489.0,1323.0,1258.0,1412.0,3262.0,2559.0,297.0,3757.0,465.0,147.0,1027.0,390.0,202.0,657.0,684.0,134.0,950.0,3380.0,1086.0,998.0,827.0,407.0,409.0,1044.0,1169.0,516.0,5987.0,867.0,687.0,2893.0,4327.0,4818.0,918.0,466.0,630.0,580.0,903.0,514.0,518.0,261.0,452.0,344.0,1232.0,814.0,139.0,541.0,291.0,253.0,126.0,110.0,332.0,352.0,725.0,1434.0,1357.0,318.0,388.0,1362.0,793.0,231.0,244.0,10.0,543.0,1788.0,353.0,912.0,291.0,928.0,1801.0,930.0,88.0,566.0,448.0,1103.0,199.0,531.0,180.0,1548.0
exercicio,5548.0,6567.0,3460.0,3470.0,3331.0,3440.0,3522.0,3488.0,3560.0,3394.0,3368.0,3346.0,3304.0,3342.0,3325.0,4783.0,3996.0,2521.0,9528.0,6702.0,2691.0,3178.0,2472.0,2286.0,1503.0,1500.0,2986.0,1664.0,1626.0,6350.0,3023.0,1257.0,1577.0,2888.0,5468.0,693.0,654.0,1831.0,1176.0,1404.0,1614.0,1826.0,245.0,1219.0,642.0,1448.0,3229.0,1997.0,2055.0,1254.0,8429.0,2175.0,2207.0,1375.0,3231.0,1100.0,1385.0,2349.0,4628.0,2300.0,1342.0,1112.0,1231.0,2038.0,1087.0,4616.0,260.0,2243.0,2057.0,2596.0,908.0,1036.0,1323.0,16396.0,1259.0,830.0,2821.0,1069.0,239.0,983.0,697.0,762.0,513.0,1213.0,555.0,1239.0,1848.0,836.0,1117.0,2143.0,325.0,471.0,2592.0,1878.0,328.0,1075.0,181.0,4101.0,699.0,419.0,659.0,3270.0,314.0,1233.0,904.0,643.0,348.0,774.0,610.0,1662.0,1567.0,1581.0,3607.0,627.0,1502.0,392.0,1080.0,1015.0,1436.0,397.0,822.0,505.0,234.0,1647.0,1286.0,1308.0,410.0,907.0,1048.0,660.0,170.0,812.0,1792.0,290.0,267.0,300.0,1205.0,6286.0,216.0,2213.0,445.0,1251.0,365.0,760.0,959.0,544.0,377.0,873.0,603.0,997.0
condutas,6128.0,5906.0,3692.0,3314.0,3464.0,3263.0,3335.0,3308.0,3370.0,3244.0,3232.0,3226.0,3225.0,3327.0,3273.0,6226.0,5047.0,3106.0,4910.0,4532.0,2299.0,2483.0,2908.0,1912.0,2003.0,1984.0,3893.0,1108.0,1223.0,4347.0,5917.0,1289.0,2643.0,2067.0,2178.0,1086.0,1051.0,3877.0,2013.0,1489.0,2492.0,3270.0,1022.0,1410.0,1068.0,1523.0,1714.0,1348.0,2650.0,1135.0,817.0,616.0,3645.0,1935.0,1529.0,2045.0,2537.0,2136.0,1846.0,1415.0,2567.0,1502.0,1984.0,823.0,1470.0,1551.0,211.0,2256.0,1218.0,3162.0,1995.0,887.0,1258.0,1259.0,16373.0,814.0,2338.0,643.0,461.0,1966.0,1784.0,3578.0,894.0,2325.0,854.0,1196.0,466.0,3503.0,1022.0,2338.0,1922.0,474.0,1495.0,219.0,163.0,1189.0,345.0,424.0,1487.0,1111.0,448.0,917.0,1659.0,1177.0,881.0,528.0,638.0,1359.0,639.0,775.0,784.0,1406.0,1633.0,2513.0,476.0,1509.0,152.0,1061.0,662.0,1258.0,989.0,1077.0,351.0,155.0,2278.0,1004.0,475.0,356.0,741.0,585.0,838.0,1218.0,405.0,280.0,1037.0,1097.0,475.0,466.0,177.0,1580.0,525.0,1248.0,948.0,764.0,848.0,127.0,2568.0,946.0,739.0,469.0
reu,8409.0,6508.0,4805.0,4321.0,4313.0,4296.0,4384.0,4348.0,4417.0,4278.0,4263.0,4249.0,4220.0,4268.0,4241.0,7404.0,4945.0,2288.0,2840.0,2821.0,2396.0,1023.0,3276.0,4257.0,2022.0,2013.0,2046.0,1276.0,2746.0,2175.0,1073.0,1735.0,2317.0,2493.0,2115.0,456.0,1113.0,2738.0,1112.0,2414.0,975.0,1929.0,2301.0,2049.0,1273.0,1479.0,1573.0,1018.0,1910.0,30.0,1355.0,797.0,2217.0,1168.0,1401.0,2082.0,2670.0,348.0,1060.0,1088.0,2653.0,1368.0,1400.0,802.0,1262.0,1181.0,739.0,2213.0,463.0,740.0,981.0,28.0,1412.0,830.0,814.0,15859.0,1568.0,4538.0,1336.0,1212.0,170.0,113.0,700.0,691.0,385.0,811.0,1058.0,114.0,774.0,1428.0,980.0,778.0,883.0,389.0,507.0,848.0,672.0,1149.0,938.0,1140.0,821.0,856.0,237.0,236.0,1015.0,1129.0,14.0,153.0,1000.0,1986.0,587.0,1585.0,1640.0,329.0,1069.0,1588.0,971.0,1829.0,685.0,705.0,992.0,1190.0,313.0,978.0,866.0,1190.0,1459.0,598.0,546.0,1027.0,1441.0,509.0,148.0,402.0,605.0,490.0,447.0,444.0,270.0,1493.0,548.0,555.0,513.0,373.0,617.0,1607.0,84.0,631.0,442.0,2368.0
abolicao,7429.0,2768.0,2783.0,2790.0,2776.0,2702.0,2785.0,2750.0,2821.0,2683.0,2667.0,2659.0,2669.0,2807.0,2741.0,6255.0,5548.0,4753.0,14560.0,15171.0,2012.0,4428.0,1240.0,1597.0,2233.0,2230.0,5183.0,2539.0,2344.0,14633.0,2214.0,914.0,4682.0,3843.0,6204.0,1420.0,1851.0,6800.0,1960.0,2064.0,2506.0,6502.0,369.0,3337.0,390.0,1705.0,2437.0,1478.0,1727.0,1046.0,3688.0,1025.0,5049.0,3479.0,1716.0,6110.0,5170.0,1457.0,6362.0,704.0,5168.0,368.0,1070.0,644.0,1223.0,5352.0,381.0,8658.0,2238.0,1274.0,404.0,843.0,3262.0,2821.0,2338.0,1568.0,15598.0,1658.0,786.0,8386.0,232.0,227.0,839.0,1047.0,558.0,867.0,1599.0,220.0,631.0,11569.0,517.0,1244.0,425.0,800.0,796.0,410.0,350.0,3032.0,4257.0,745.0,555.0,3513.0,2141.0,2500.0,786.0,329.0,440.0,553.0,303.0,98.0,899.0,385.0,635.0,424.0,1120.0,898.0,921.0,313.0,638.0,335.0,66.0,944.0,531.0,1526.0,744.0,788.0,534.0,801.0,831.0,661.0,1310.0,415.0,1742.0,132.0,884.0,971.0,228.0,1928.0,180.0,592.0,486.0,1327.0,558.0,537.0,592.0,612.0,94.0,562.0,465.0,1435.0
pena,9751.0,5577.0,6124.0,4199.0,4160.0,4185.0,4235.0,4266.0,4258.0,4172.0,4159.0,4150.0,4129.0,4245.0,4114.0,9234.0,2894.0,4838.0,3258.0,3836.0,2796.0,1374.0,1960.0,3414.0,2183.0,2200.0,2806.0,1923.0,2195.0,2187.0,850.0,1781.0,4212.0,5409.0,3515.0,775.0,1651.0,2808.0,153.0,171.0,1326.0,2621.0,593.0,4029.0,77.0,1014.0,480.0,650.0,444.0,687.0,1248.0,194.0,1633.0,1902.0,923.0,2487.0,4818.0,508.0,2552.0,1394.0,4774.0,871.0,1250.0,1139.0,775.0,3001.0,102.0,2776.0,168.0,514.0,1186.0,447.0,2559.0,1069.0,643.0,4538.0,1658.0,15257.0,113.0,1574.0,0.0,0.0,831.0,11.0,104.0,715.0,961.0,0.0,2256.0,1644.0,457.0,398.0,851.0,194.0,377.0,745.0,480.0,1002.0,2031.0,906.0,841.0,2032.0,1328.0,1144.0,1576.0,982.0,279.0,217.0,1947.0,269.0,411.0,1300.0,296.0,808.0,487.0,626.0,40.0,3008.0,843.0,846.0,202.0,48.0,569.0,164.0,327.0,1533.0,1166.0,322.0,481.0,1056.0,1945.0,647.0,52.0,349.0,219.0,1422.0,335.0,932.0,270.0,630.0,557.0,899.0,1489.0,358.0,1675.0,2455.0,91.0,1113.0,161.0,6700.0
policia,3898.0,3448.0,4255.0,3515.0,3532.0,3475.0,3499.0,3484.0,3518.0,3455.0,3451.0,3452.0,3468.0,3627.0,3539.0,741.0,6501.0,1495.0,1245.0,1290.0,1399.0,1577.0,2367.0,2129.0,1837.0,1720.0,445.0,3451.0,3215.0,1043.0,533.0,1485.0,613.0,593.0,1826.0,944.0,2341.0,544.0,2253.0,3909.0,1521.0,529.0,2376.0,281.0,3688.0,1170.0,1441.0,726.0,737.0,1212.0,1088.0,1611.0,910.0,1150.0,528.0,94.0,113.0,1804.0,525.0,1395.0,116.0,1069.0,655.0,1061.0,886.0,519.0,4062.0,113.0,2169.0,209.0,546.0,850.0,297.0,239.0,461.0,1336.0,786.0,113.0,15197.0,447.0,0.0,92.0,388.0,1022.0,1607.0,533.0,968.0,92.0,895.0,242.0,643.0,1420.0,636.0,1196.0,733.0,141.0,167.0,965.0,830.0,1151.0,672.0,433.0,254.0,201.0,1220.0,1437.0,568.0,515.0,264.0,381.0,1062.0,45.0,241.0,43.0,873.0,1247.0,4585.0,279.0,68.0,442.0,824.0,2137.0,85.0,1126.0,248.0,257.0,414.0,646.0,229.0,99.0,292.0,271.0,597.0,1285.0,891.0,0.0,79.0,236.0,75.0,300.0,97.0,186.0,989.0,502.0,284.0,90.0,113.0,168.0,391.0,104.0
golpe,7778.0,2570.0,2832.0,2738.0,2650.0,2704.0,2819.0,2777.0,2863.0,2674.0,2645.0,2618.0,2565.0,2579.0,2559.0,6381.0,5459.0,5112.0,9876.0,14383.0,1968.0,4094.0,1634.0,1536.0,2377.0,2382.0,4410.0,2676.0,2337.0,9783.0,1892.0,1046.0,5287.0,3511.0,6252.0,1439.0,1570.0,6048.0,2324.0,1147.0,2882.0,5778.0,1138.0,3604.0,408.0,1290.0,1916.0,1314.0,741.0,960.0,1499.0,493.0,4724.0,4082.0,1886.0,8610.0,5315.0,914.0,6772.0,1145.0,5326.0,594.0,1092.0,776.0,1193.0,5675.0,410.0,6401.0,1356.0,1082.0,656.0,760.0,3757.0,983.0,1966.0,1212.0,8386.0,1574.0,447.0,15059.0,191.0,255.0,776.0,1602.0,583.0,535.0,2804.0,252.0,813.0,7638.0,595.0,934.0,449.0,838.0,1611.0,174.0,303.0,3015.0,4851.0,715.0,299.0,2825.0,2700.0,2996.0,1110.0,111.0,230.0,403.0,246.0,84.0,1013.0,931.0,460.0,574.0,709.0,575.0,937.0,297.0,640.0,287.0,342.0,824.0,1238.0,1159.0,608.0,803.0,338.0,575.0,651.0,611.0,1531.0,301.0,818.0,80.0,767.0,1297.0,222.0,876.0,276.0,466.0,574.0,1122.0,469.0,664.0,378.0,558.0,138.0,178.0,206.0,1292.0
competencia,5844.0,6934.0,4159.0,4106.0,4292.0,4083.0,4161.0,4132.0,4191.0,4063.0,4045.0,4028.0,4000.0,4026.0,4002.0,5286.0,2057.0,5024.0,1539.0,1564.0,2150.0,1665.0,1554.0,2362.0,1304.0,1306.0,2711.0,1414.0,749.0,737.0,3242.0,2795.0,1873.0,1083.0,159.0,1178.0,1460.0,629.0,1574.0,172.0,1423.0,265.0,1525.0,2158.0,722.0,525.0,1331.0,2214.0,3167.0,2367.0,417.0,39.0,415.0,375.0,2151.0,547.0,486.0,375.0,502.0,2102.0,476.0,1374.0,3376.0,2509.0,1019.0,129.0,14.0,838.0,321.0,5571.0,1937.0,1665.0,465.0,697.0,1784.0,170.0,232.0,0.0,0.0,191.0,14984.0,6318.0,500.0,2579.0,449.0,1791.0,54.0,6329.0,348.0,224.0,2194.0,602.0,651.0,184.0,1605.0,1680.0,67.0,33.0,460.0,1499.0,263.0,147.0,1193.0,646.0,102.0,385.0,421.0,863.0,1076.0,2331.0,965.0,189.0,274.0,1774.0,107.0,185.0,28.0,377.0,886.0,1088.0,1930.0,174.0,31.0,39.0,907.0,662.0,1840.0,749.0,381.0,1368.0,125.0,1573.0,12.0,91.0,689.0,770.0,2986.0,227.0,324.0,119.0,922.0,178.0,784.0,2095.0,367.0,837.0,2915.0,1163.0,1809.0,161.0
foro,4631.0,7747.0,4135.0,3814.0,4172.0,3802.0,3845.0,3828.0,3863.0,3792.0,3784.0,3783.0,3808.0,3910.0,3866.0,4543.0,1807.0,3778.0,1746.0,1587.0,2422.0,2305.0,1189.0,2097.0,874.0,865.0,1842.0,1499.0,404.0,1145.0,3125.0,2891.0,1557.0,196.0,60.0,437.0,1705.0,928.0,1195.0,625.0,442.0,414.0,2596.0,1096.0,981.0,951.0,2406.0,1451.0,2955.0,2354.0,25.0,51.0,818.0,252.0,1680.0,157.0,28.0,637.0,200.0,1541.0,27.0,2421.0,3050.0,1833.0,2264.0,66.0,0.0,397.0,671.0,5910.0,2354.0,1742.0,147.0,762.0,3578.0,113.0,227.0,0.0,92.0,255.0,6318.0,14895.0,858.0,4019.0,1047.0,1929.0,8.0,13495.0,584.0,220.0,2455.0,113.0,1152.0,0.0,1563.0,753.0,226.0,0.0,58.0,1261.0,192.0,48.0,1664.0,614.0,231.0,409.0,391.0,1872.0,1093.0,1400.0,650.0,70.0,50.0,1836.0,152.0,855.0,0.0,863.0,1226.0,1396.0,1408.0,481.0,79.0,2.0,909.0,825.0,1050.0,690.0,711.0,569.0,283.0,1290.0,0.0,0.0,1603.0,543.0,2611.0,320.0,273.0,497.0,628.0,468.0,1364.0,1458.0,446.0,544.0,7060.0,883.0,2087.0,50.0
